train_acc,train_loss,val_acc,val_loss
0.029852631578947367,4.399144,0.0432,4.2878923
0.05170526315789474,4.1208997,0.055600000000000004,4.0791216
0.06715789473684211,3.9925594,0.0736,4.0606923
0.08387368421052632,3.890861,0.1004,3.815527
0.09757894736842107,3.8049276,0.086,3.956711
0.11120000000000002,3.7349677,0.11359999999999999,3.6835668
0.12326315789473684,3.659307,0.1164,3.7282522
0.1395157894736842,3.5789964,0.1432,3.5566242
0.1545263157894737,3.5043242,0.1668,3.4479852
0.16665263157894736,3.4282765,0.1788,3.35322
0.1769263157894737,3.3688004,0.1884,3.316476
0.18867368421052633,3.3015518,0.19399999999999998,3.2696922
0.19995789473684208,3.2447476,0.2076,3.1814737
0.21109473684210528,3.1843991,0.20919999999999997,3.1644883
0.22128421052631578,3.1409714,0.20799999999999996,3.1614141
0.22743157894736843,3.0848684,0.2296,3.1232193
0.2396842105263158,3.0314639,0.2368,3.0317428
0.24995789473684216,2.9791307,0.2556,2.9618118
0.2632842105263158,2.920941,0.2568,2.983565
0.27,2.8711843,0.278,2.823413
0.2810105263157895,2.8184118,0.27680000000000005,2.8115144
0.29250526315789477,2.7608333,0.2828,2.8297987
0.29951578947368424,2.7197719,0.27080000000000004,2.8681927
0.3068842105263158,2.6817183,0.3032,2.6894631
0.31795789473684205,2.634883,0.308,2.6960497
0.3250315789473684,2.5972474,0.304,2.7393124
0.3358315789473684,2.5597084,0.3136,2.6789486
0.3421473684210526,2.5266135,0.3028,2.7457464
0.348378947368421,2.487765,0.3084,2.6285477
0.3530105263157895,2.4616416,0.32599999999999996,2.5570126
0.35991578947368424,2.4301713,0.326,2.5350578
0.3660421052631579,2.4075642,0.3444,2.4689279
0.3708631578947368,2.3719501,0.33,2.5116248
0.3767157894736842,2.3511307,0.34840000000000004,2.433157
0.3827157894736842,2.3168933,0.3436,2.5214043
0.3876421052631579,2.2930849,0.35119999999999996,2.497639
0.3941263157894737,2.2774117,0.3616,2.404918
0.3974105263157895,2.2491035,0.35,2.553405
0.40366315789473683,2.2303023,0.3791999999999999,2.341388
0.4084421052631579,2.2064464,0.3708000000000001,2.3680732
0.41311578947368427,2.1831923,0.364,2.379264
0.4190526315789474,2.156721,0.39120000000000005,2.29111
0.4221684210526316,2.1448228,0.38319999999999993,2.3080983
0.42562105263157896,2.127644,0.4016,2.22864
0.4308631578947369,2.103931,0.37799999999999995,2.2979586
0.4356842105263158,2.0875747,0.38799999999999996,2.2968018
0.43679999999999997,2.0727704,0.386,2.245306
0.4416421052631579,2.0486736,0.40399999999999997,2.2004147
0.4455789473684211,2.0390818,0.4072,2.1985044
0.4508631578947369,2.0151207,0.4092,2.198352
0.4538736842105263,2.0025578,0.4136000000000001,2.171664
0.45707368421052635,1.9852365,0.41479999999999995,2.2100012
0.4634736842105263,1.9676107,0.4204,2.1781974
0.46471578947368425,1.9508786,0.41159999999999997,2.1845407
0.468378947368421,1.936646,0.4276,2.133068
0.4691578947368421,1.9289088,0.42080000000000006,2.1480606
0.47517894736842115,1.9085673,0.4324000000000001,2.1037095
0.47648421052631584,1.8959728,0.43359999999999993,2.123272
0.48119999999999996,1.8828816,0.43799999999999994,2.131565
0.4865052631578947,1.8624535,0.428,2.1488771
0.48753684210526316,1.850128,0.4268,2.162641
0.4898736842105263,1.8384458,0.4391999999999999,2.1012855
0.49094736842105263,1.8339665,0.4336,2.1200194
0.49587368421052636,1.8179641,0.4336,2.076073
0.4965473684210526,1.8099512,0.4468,2.0713766
0.5012210526315789,1.7887896,0.43560000000000004,2.1051707
0.5016842105263158,1.7866935,0.4448,2.073777
0.5073263157894737,1.7694672,0.4407999999999999,2.1181366
0.5078315789473684,1.7677132,0.446,2.0428216
0.5143368421052632,1.750894,0.4488,2.0683289
0.5131368421052632,1.7412351,0.4532,2.050395
0.517621052631579,1.729657,0.4496,2.040712
0.5166105263157894,1.7247057,0.44839999999999997,2.0481532
0.5201894736842105,1.7135593,0.46,2.06136
0.524,1.7064154,0.4532,2.0335848
0.525978947368421,1.6888478,0.4600000000000001,2.0288587
0.5253684210526316,1.6923388,0.45960000000000006,2.0312543
0.5287368421052632,1.6794256,0.45879999999999993,2.0341794
0.530842105263158,1.668897,0.46399999999999997,2.0078819
0.5315368421052632,1.6640867,0.4608,2.0116434
0.533242105263158,1.6634293,0.46279999999999993,2.0191576
0.5328,1.6593342,0.4628000000000001,2.0083663
0.5391157894736843,1.6420885,0.4584,1.9984719
0.5345263157894737,1.6445447,0.45880000000000004,2.0045831
0.5399368421052633,1.636434,0.4656,1.9993825
0.5393263157894737,1.6338534,0.45880000000000004,2.0041974
0.5389894736842105,1.6334542,0.46240000000000003,2.0089066
0.5432631578947369,1.6270608,0.4664,1.998069
0.5434315789473685,1.6176151,0.4648,1.9968837
0.5453894736842105,1.6145494,0.46799999999999997,2.0037522
0.5422736842105262,1.6197962,0.4684,1.9929909
0.546021052631579,1.6120772,0.4668,1.9990803
0.5461684210526316,1.6106192,0.4648,2.002827
0.5454947368421053,1.6141522,0.4628,1.9952295
0.5482526315789473,1.6071976,0.46759999999999996,1.9979181
0.5469263157894737,1.6045516,0.4684,1.9889252
0.5447368421052632,1.6047736,0.46879999999999994,1.9951982
0.5494736842105263,1.5954772,0.46759999999999996,1.9967891
0.5498526315789474,1.5963595,0.4696,1.9937658
0.5498947368421053,1.6037678,0.46720000000000006,1.9936911
